phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
8824073,https://usps.com-trackiycqq.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824073,2024-10-29T15:04:50+00:00,yes,2024-10-29T15:12:02+00:00,yes,Other
8824072,https://usps.com-trackizus.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824072,2024-10-29T15:04:36+00:00,yes,2024-10-29T15:12:02+00:00,yes,Other
8824070,https://usps.com-trackjdck.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824070,2024-10-29T15:04:22+00:00,yes,2024-10-29T15:12:02+00:00,yes,"HSBC Group"
8824069,https://usps.com-trackjgpu.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824069,2024-10-29T15:04:10+00:00,yes,2024-10-29T15:12:02+00:00,yes,Other
8824068,https://usps.com-trackjlnr.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824068,2024-10-29T15:03:57+00:00,yes,2024-10-29T15:12:02+00:00,yes,Other
8824067,https://usps.com-trackjpf.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824067,2024-10-29T15:03:43+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824066,https://usps.com-trackjpu.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824066,2024-10-29T15:03:29+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824065,https://usps.com-trackjrst.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824065,2024-10-29T15:03:14+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824064,https://usps.com-trackjsu.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824064,2024-10-29T15:02:59+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824063,https://usps.com-trackjycrg.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824063,2024-10-29T15:02:47+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824062,https://usps.com-trackkfp.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824062,2024-10-29T15:02:34+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824061,https://usps.com-trackkkeu.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824061,2024-10-29T15:02:21+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824060,https://usps.com-trackknir.info/,http://www.phishtank.com/phish_detail.php?phish_id=8824060,2024-10-29T15:02:08+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824059,https://usps.com-tracklduzg.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824059,2024-10-29T15:01:53+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824058,https://usps.com-tracklgem.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824058,2024-10-29T15:01:41+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824057,https://usps.com-tracklwm.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824057,2024-10-29T15:01:25+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824054,https://usps.com-trackmazpb.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824054,2024-10-29T15:01:14+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824053,https://usps.com-trackmhybl.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824053,2024-10-29T15:00:55+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824052,https://usps.com-trackmkeh.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824052,2024-10-29T15:00:40+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824051,https://usps.com-trackmvlc.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824051,2024-10-29T15:00:27+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
8824050,https://usps.com-trackmyvmz.top/,http://www.phishtank.com/phish_detail.php?phish_id=8824050,2024-10-29T15:00:14+00:00,yes,2024-10-29T15:12:03+00:00,yes,Other
