phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
8929181,http://mliaonaaz.is-a-anarchist.com/,http://www.phishtank.com/phish_detail.php?phish_id=8929181,2025-01-05T14:37:29+00:00,yes,2025-01-05T14:41:53+00:00,yes,Other
8929179,https://websecureplatform.ath.cx/nickel-panel/nkll/,http://www.phishtank.com/phish_detail.php?phish_id=8929179,2025-01-05T14:27:11+00:00,yes,2025-01-05T14:32:18+00:00,yes,Other
8929169,https://alllienzbg.icu/ds/signin.php?151.251.251.199,http://www.phishtank.com/phish_detail.php?phish_id=8929169,2025-01-05T13:26:01+00:00,yes,2025-01-05T13:31:40+00:00,yes,Other
8929167,https://gerer-mon-abonnement-netflix.com/,http://www.phishtank.com/phish_detail.php?phish_id=8929167,2025-01-05T12:45:18+00:00,yes,2025-01-05T12:51:50+00:00,yes,Netflix
8929166,https://gerer-mon-abonnement-netflix.com/page/first.php,http://www.phishtank.com/phish_detail.php?phish_id=8929166,2025-01-05T12:45:06+00:00,yes,2025-01-05T12:51:50+00:00,yes,Netflix
8929163,https://creneau-mondial-2024.com/,http://www.phishtank.com/phish_detail.php?phish_id=8929163,2025-01-05T12:36:31+00:00,yes,2025-01-05T12:41:39+00:00,yes,Other
8929162,https://creneau-mondial-2024.com/pac/calcul.php,http://www.phishtank.com/phish_detail.php?phish_id=8929162,2025-01-05T12:36:18+00:00,yes,2025-01-05T12:41:39+00:00,yes,Other
8929161,https://0xsolprotocol.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8929161,2025-01-05T12:34:13+00:00,yes,2025-01-05T12:41:39+00:00,yes,Other
8929156,https://mondialrelay-envoi.info/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8929156,2025-01-05T12:18:34+00:00,yes,2025-01-05T12:32:05+00:00,yes,Other
8929155,https://mondialrelay-envoi.info/,http://www.phishtank.com/phish_detail.php?phish_id=8929155,2025-01-05T12:18:25+00:00,yes,2025-01-05T12:21:55+00:00,yes,Other
8929154,https://secureloginreview.cfd/alpine/onlinelogin,http://www.phishtank.com/phish_detail.php?phish_id=8929154,2025-01-05T12:17:51+00:00,yes,2025-01-05T12:21:55+00:00,yes,Other
8929152,https://locker-mondial-relay.info/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8929152,2025-01-05T12:09:12+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929151,https://locker-mondial-relay.info/,http://www.phishtank.com/phish_detail.php?phish_id=8929151,2025-01-05T12:09:02+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929149,https://mondial-relivraison-2024.info/,http://www.phishtank.com/phish_detail.php?phish_id=8929149,2025-01-05T12:07:12+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929148,https://mondial-relivraison-2024.info/pac/calcul.php,http://www.phishtank.com/phish_detail.php?phish_id=8929148,2025-01-05T12:07:01+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929147,https://antai-dfigp-gouv.info/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8929147,2025-01-05T12:05:24+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929146,https://antai-dfigp-gouv.info/,http://www.phishtank.com/phish_detail.php?phish_id=8929146,2025-01-05T12:05:16+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929145,https://397bfec65365.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=8929145,2025-01-05T12:04:21+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929144,https://mondial-relay-i.info/,http://www.phishtank.com/phish_detail.php?phish_id=8929144,2025-01-05T12:03:12+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929143,https://mondial-relay-i.info/pac/calcul.php,http://www.phishtank.com/phish_detail.php?phish_id=8929143,2025-01-05T12:02:55+00:00,yes,2025-01-05T12:12:08+00:00,yes,Other
8929139,https://bhjzdrty4.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=8929139,2025-01-05T11:43:04+00:00,yes,2025-01-05T11:52:02+00:00,yes,Other
8929138,https://bhjzdrty4.blogspot.ch/,http://www.phishtank.com/phish_detail.php?phish_id=8929138,2025-01-05T11:43:03+00:00,yes,2025-01-05T11:52:02+00:00,yes,Other
8929137,https://fyhgadhq.click/,http://www.phishtank.com/phish_detail.php?phish_id=8929137,2025-01-05T11:41:12+00:00,yes,2025-01-05T11:52:02+00:00,yes,Other
